,EWMA(0.94),GARCH11_h1,EGARCH11_h1,GJR11_h1,HAR_RV_h1,realized_vol,realized_var
2013-09-13,0.0987207091515268,,,,0.11324388330586435,0.11026473069105007,4.824726521575317e-05
2013-09-16,0.09611118468084025,,,,0.11168845085835469,0.09878492162655104,3.872405055858664e-05
2013-09-17,0.09584704166448985,,,,0.09905357696798921,0.09806382354025343,3.8160767806880806e-05
2013-09-18,0.09452628972632167,,,,0.09843998642576547,0.09952442309708089,3.9305995209550665e-05
2013-09-19,0.10198670356090908,,,,0.10022224285490165,0.09999365783965894,3.9677506381566615e-05
2013-09-20,0.09909457450437432,,,,0.10089648567132245,0.10089577136400092,4.039665348863789e-05
2013-09-23,0.09987361558477549,,,,0.10201657175770461,0.09992784147971213,3.962529167775586e-05
2013-09-24,0.0984966684962124,,,,0.10089193243590365,0.10042241054877257,4.001849420804058e-05
2013-09-25,0.09593460736732327,,,,0.1013788112251004,0.09996263053587381,3.965288691925243e-05
2013-09-26,0.09369055043156481,,,,0.10084270861421618,0.07791101402230084,2.408780200786967e-05
2013-09-27,0.09205367321120696,,,,0.07680346456857157,0.08099742603730012,2.6034059621698022e-05
2013-09-30,0.09102931572072062,,,,0.08061495343213389,0.084557397735349,2.8372831395928582e-05
2013-10-01,0.09066799876243922,,,,0.0848586804735733,0.08580120395475412,2.9213676984465522e-05
2013-10-02,0.09309968893736188,,,,0.08651822314367019,0.08575802325583606,2.9184279971224278e-05
2013-10-03,0.09033837347209413,,,,0.08672552274768648,0.09001103759111669,3.215074161995801e-05
2013-10-04,0.0947046707280933,,,,0.09124503939016676,0.09303118477022658,3.434444976092078e-05
2013-10-07,0.09639678550904705,,,,0.09440520007517593,0.09898063924942377,3.887764661200225e-05
2013-10-08,0.09937052864030524,,,,0.10075722919882707,0.10221451973823646,4.1459555735390206e-05
2013-10-09,0.10657044870932413,,,,0.10406059904010019,0.09838369146940781,3.841012201249058e-05
2013-10-10,0.10336233136767427,,,,0.09961891183003246,0.12413587635280483,6.11496658645986e-05
2013-10-11,0.13008102121221762,,,,0.1275320161855294,0.12550941231983803,6.251036738440916e-05
2013-10-14,0.12856712780840407,,,,0.12847168710049953,0.12594100788721888,6.294102169701797e-05
2013-10-15,0.12561050682998953,,,,0.12846457597073951,0.1274037135729862,6.441153266741073e-05
2013-10-16,0.12503176000150576,,,,0.12962677402410508,0.13541879475347016,7.27708332241368e-05
2013-10-17,0.13267896887552535,,,,0.13780964404979887,0.1314415182031145,6.855901868071301e-05
2013-10-18,0.13121857138953658,,,,0.1332179632713287,0.13308279647600998,7.028186792807576e-05
2013-10-21,0.12988614143553795,,,,0.13484304655201076,0.1301534505961863,6.722190754799169e-05
2013-10-22,0.12592948411671787,,,,0.13146986915773823,0.12945049845386683,6.64977442458515e-05
2013-10-23,0.12414092254300872,,,,0.1306014619262824,0.13064217093056932,6.772768581528606e-05
2013-10-24,0.12179809776176224,,,,0.1319426667833584,0.1298419304029488,6.690050353477857e-05
2013-10-25,0.11878989077548892,,,,0.13102703441315638,0.1300156923980021,6.707968361004723e-05
2013-10-28,0.11652627310597528,,,,0.1312139606137917,0.1279691323637702,6.498451919815928e-05
2013-10-29,0.11314539467713512,,,,0.12889171282218936,0.1255472061584344,6.254801973884295e-05
2013-10-30,0.11163206908476342,,,,0.12619342764828598,0.12653567347022082,6.353681214508867e-05
2013-10-31,0.10994946761769049,,,,0.12728045255648035,0.12724354593394527,6.424968246763507e-05
2013-11-01,0.10717047727669368,,,,0.128032033437359,0.1206816661821061,5.779390695432258e-05
2013-11-04,0.1043192206549329,,,,0.12086162037615414,0.11930569551127333,5.6483527704082005e-05
