,returns,weight,pnl,equity,var_1d,abs_return
2018-04-09,0.0049163876761602054,0.6975037415664525,0.0034291987991129395,2.1356635915326345,0.031564605665545295,0.0034291987991129395
2018-04-10,0.01577533956285837,0.6559452004854166,0.010347758272284659,2.1577629221287333,0.03356443577374261,0.010347758272284659
2018-04-11,-0.0052565059686280335,0.6574117549077505,-0.0034556888135188206,2.1503063649365073,0.03348956021614929,0.0034556888135188206
2018-04-12,0.008193880315969793,0.6636636118996496,0.005437980205969955,2.161999688385803,0.03317408120322938,0.005437980205969955
2018-04-13,-0.002937374347341759,0.6641060796428537,-0.0019507281622566216,2.1577822147068786,0.03315197861857791,0.0019507281622566216
2018-04-16,0.008187720516189323,0.65754908923916,0.005383828168365075,2.169399343375615,0.033482565656447576,0.005383828168365075
2018-04-17,0.01064177196909899,0.6588484927374157,0.0070113154218961506,2.184609686448076,0.033416530196969184,0.0070113154218961506
2018-04-18,0.0007403475116154468,0.6511202815454276,0.0004820552802045064,2.1856627890826146,0.033813154307728986,0.0004820552802045064
2018-04-19,-0.005563347987086686,0.6407832879722882,-0.0035649004152994183,2.1778711188981092,0.03435862165266024,0.0035649004152994183
2018-04-20,-0.00851539722510708,0.6567125025786154,-0.005592167822151067,2.165692098106215,0.03352521912760734,0.005592167822151067
2018-04-23,-0.0001500727518850553,0.6548539495740666,-9.827573429537742e-05,2.165479263125016,0.03362036766687827,9.827573429537742e-05
2018-04-24,-0.013558974222845244,0.6499211065290911,-0.008812263530311004,2.146396489188935,0.03387554324918975,0.008812263530311004
